current_path,function_name,intended_path,intended_function,leading_verb,naming_status,callers,matching_tests,nested_helpers,nested_helper_disposition,owning_issue,migration_status
R/Functions/Modelling/Decomposition_diagnostics/prepare_decomposition_fold_input.R,prepare_decomposition_fold_input,R/Functions/Modelling/Decomposition_diagnostics/prepare_decomposition_fold_input.R,prepare_decomposition_fold_input,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_decomposition_fold_input.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_method_comparison_diagnostic.R;R/Functions/Modelling/Decomposition_diagnostics/prepare_decomposition_fold_input.R;R/Functions/Modelling/Decomposition_diagnostics/run_decomposition_route_cv.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_decomposition_fold_input.R,,none,#154,baseline_recorded
R/Functions/Modelling/Decomposition_diagnostics/refresh_cz_decomposition_upstream.R,refresh_cz_decomposition_upstream,R/Functions/Modelling/Decomposition_diagnostics/refresh_cz_decomposition_upstream.R,refresh_cz_decomposition_upstream,refresh,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-refresh_cz_decomposition_upstream.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_main_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_z_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_diagnostic.R,R/03_Supplementary_analyses/Testing/testthat/test-refresh_cz_decomposition_upstream.R,,none,#154,baseline_recorded
R/Functions/Modelling/Decomposition_diagnostics/run_decomposition_route_cv.R,run_decomposition_route_cv,R/Functions/Modelling/Decomposition_diagnostics/run_decomposition_route_cv.R,run_decomposition_route_cv,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-run_decomposition_route_cv.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_age_minimal_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_main_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_z_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_diagnostic.R;R/Functions/Modelling/Decomposition_diagnostics/make_repeated_cv_indices.R;R/Functions/Modelling/Decomposition_diagnostics/summarise_decomposition_routes.R,R/03_Supplementary_analyses/Testing/testthat/test-run_decomposition_route_cv.R,make_empty_variant;fit_one_variant,review_in_owning_issue,#154,baseline_recorded
R/Functions/Modelling/Decomposition_diagnostics/summarise_decomposition_routes.R,summarise_decomposition_routes,R/Functions/Modelling/Decomposition_diagnostics/summarise_decomposition_routes.R,summarise_decomposition_routes,summarise,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-summarise_decomposition_routes.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_age_minimal_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_main_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_age_z_diagnostic.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_cz_decomposition_diagnostic.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_decomposition_routes.R,get_loss,review_in_owning_issue,#154,baseline_recorded
R/Functions/Modelling/Decomposition_diagnostics/summarise_predictive_decomposition.R,summarise_predictive_decomposition,R/Functions/Modelling/Decomposition_diagnostics/summarise_predictive_decomposition.R,summarise_predictive_decomposition,summarise,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-summarise_predictive_decomposition.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_method_comparison_diagnostic.R;R/Functions/Modelling/Decomposition_diagnostics/summarise_decomposition_routes.R,R/03_Supplementary_analyses/Testing/testthat/test-summarise_predictive_decomposition.R,,none,#154,baseline_recorded
R/Functions/Modelling/Diagnostics/check_convergence_jsdm.R,check_convergence_jsdm,R/Functions/Modelling/Diagnostics/check_convergence_jsdm.R,check_convergence_jsdm,check,review_in_owning_issue,R/03_Supplementary_analyses/Diagnostics/Pipelines/Spatial/Paleo/diagnose_spatial_pipelines.R;R/03_Supplementary_analyses/Sensitivity/Modelling/Spatial/Paleo/rerun_non_converged_spatial_models.R;R/03_Supplementary_analyses/Diagnostics/Pipelines/Temporal/Paleo/diagnose_temporal_continents.R;R/03_Supplementary_analyses/Testing/testthat/test-check_convergence_jsdm.R;R/03_Supplementary_analyses/_Diagnostics/age_scalling/run_asia_decomposition_method_comparison_diagnostic.R;R/Functions/Modelling/Decomposition_diagnostics/run_decomposition_route_cv.R;R/Functions/Modelling/Evaluation/evaluate_jsdm.R,R/03_Supplementary_analyses/Testing/testthat/test-check_convergence_jsdm.R,,none,#154,baseline_recorded
R/Functions/Modelling/Diagnostics/check_cuda_gpu_runtime.R,check_cuda_gpu_runtime,R/Functions/Modelling/Diagnostics/check_cuda_gpu_runtime.R,check_cuda_gpu_runtime,check,review_in_owning_issue,R/Functions/Modelling/Diagnostics/check_torch_cuda_details.R;R/___setup_project_extended___.R,,,none,#154,baseline_recorded
R/Functions/Modelling/Diagnostics/check_torch_cuda_details.R,.check_torch_cuda_details,R/Functions/Modelling/Diagnostics/check_torch_cuda_details.R,.check_torch_cuda_details,check,review_in_owning_issue,R/Functions/Modelling/Diagnostics/check_cuda_gpu_runtime.R;R/Functions/Modelling/Diagnostics/verify_sjsdm_setup.R,,,none,#154,baseline_recorded
R/Functions/Modelling/Diagnostics/verify_sjsdm_setup.R,verify_sjsdm_setup,R/Functions/Modelling/Diagnostics/verify_sjsdm_setup.R,verify_sjsdm_setup,verify,review_in_owning_issue,R/Functions/Modelling/Diagnostics/check_cuda_gpu_runtime.R;R/Functions/Modelling/Diagnostics/check_torch_cuda_details.R;R/___setup_project_extended___.R,,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/compute_jsdm_se.R,compute_jsdm_se,R/Functions/Modelling/Evaluation/compute_jsdm_se.R,compute_jsdm_se,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-compute_jsdm_se.R;R/Functions/Modelling/Cross_validation/run_sjsdm_common_regularization_sensitivity.R;R/Functions/Modelling/Fitting/fit_jsdm_model.R;R/Pipelines/_pipes/pipe_segment_model_fit.R,R/03_Supplementary_analyses/Testing/testthat/test-compute_jsdm_se.R,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/evaluate_binary_auc.R,evaluate_binary_auc,R/Functions/Modelling/Evaluation/evaluate_binary_auc.R,evaluate_binary_auc,evaluate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_auc.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_cross_validated_predictions.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_fold_predictions.R;R/Functions/Modelling/Cross_validation/score_sjsdm_tuning_predictions.R;R/Functions/Modelling/Evaluation/evaluate_binary_auc.R,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_auc.R,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/evaluate_binary_brier_score.R,evaluate_binary_brier_score,R/Functions/Modelling/Evaluation/evaluate_binary_brier_score.R,evaluate_binary_brier_score,evaluate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_brier_score.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_fold_predictions.R;R/Functions/Modelling/Evaluation/evaluate_binary_brier_score.R,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_brier_score.R,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/evaluate_binary_calibration.R,evaluate_binary_calibration,R/Functions/Modelling/Evaluation/evaluate_binary_calibration.R,evaluate_binary_calibration,evaluate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_calibration.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_fold_predictions.R;R/Functions/Modelling/Evaluation/evaluate_binary_calibration.R,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_calibration.R,fit_calibration_model,review_in_owning_issue,#154,baseline_recorded
R/Functions/Modelling/Evaluation/evaluate_binary_log_loss.R,evaluate_binary_log_loss,R/Functions/Modelling/Evaluation/evaluate_binary_log_loss.R,evaluate_binary_log_loss,evaluate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_log_loss.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_cross_validated_predictions.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_fold_predictions.R;R/Functions/Modelling/Evaluation/evaluate_binary_log_loss.R,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_binary_log_loss.R,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/evaluate_jsdm.R,evaluate_jsdm,R/Functions/Modelling/Evaluation/evaluate_jsdm.R,evaluate_jsdm,evaluate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_jsdm.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Diagnostics/check_convergence_jsdm.R;R/Pipelines/_pipes/pipe_segment_model_fit.R,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_jsdm.R,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/evaluate_tjur_r2.R,evaluate_tjur_r2,R/Functions/Modelling/Evaluation/evaluate_tjur_r2.R,evaluate_tjur_r2,evaluate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_tjur_r2.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_cross_validated_predictions.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_fold_predictions.R;R/Functions/Modelling/Evaluation/evaluate_tjur_r2.R,R/03_Supplementary_analyses/Testing/testthat/test-evaluate_tjur_r2.R,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/prepare_binary_prediction_metric_input.R,prepare_binary_prediction_metric_input,R/Functions/Modelling/Evaluation/prepare_binary_prediction_metric_input.R,prepare_binary_prediction_metric_input,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_binary_prediction_metric_input.R;R/Functions/Modelling/Evaluation/evaluate_binary_auc.R;R/Functions/Modelling/Evaluation/evaluate_binary_brier_score.R;R/Functions/Modelling/Evaluation/evaluate_binary_calibration.R;R/Functions/Modelling/Evaluation/evaluate_binary_log_loss.R;R/Functions/Modelling/Evaluation/evaluate_tjur_r2.R;R/Functions/Modelling/Evaluation/prepare_binary_prediction_metric_input.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_binary_prediction_metric_input.R,,none,#154,baseline_recorded
R/Functions/Modelling/Evaluation/read_spatial_model_results.R,read_spatial_model_results,R/Functions/Modelling/Evaluation/read_spatial_model_results.R,read_spatial_model_results,read,review_in_owning_issue,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/01_plot_spatial_anova_maps.R;R/02_Main_analyses/01_Spatial/01_Paleo/02_Synthesis/01_analyse_spatial_patterns.R;R/02_Main_analyses/01_Spatial/02_Modern/02_Synthesis/01_analyse_modern_patterns.R;R/02_Main_analyses/01_Spatial/02_Modern/02_Synthesis/02_compare_paleo_modern.R;R/03_Supplementary_analyses/Testing/testthat/test-read_spatial_model_results.R,R/03_Supplementary_analyses/Testing/testthat/test-read_spatial_model_results.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/apply_scale_attributes.R,apply_scale_attributes,R/Functions/Modelling/Fit_inputs/apply_scale_attributes.R,apply_scale_attributes,apply,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-apply_scale_attributes.R;R/Functions/Modelling/Fit_inputs/apply_scale_attributes.R;R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R;R/Functions/Modelling/Spatial_effects/interpolate_mev_to_grid.R;R/Functions/Modelling/Spatial_effects/interpolate_st_mev_to_grid.R;R/Functions/Modelling/Spatial_effects/project_spatial_mev_basis.R,R/03_Supplementary_analyses/Testing/testthat/test-apply_scale_attributes.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/assemble_data_to_fit.R,assemble_data_to_fit,R/Functions/Modelling/Fit_inputs/assemble_data_to_fit.R,assemble_data_to_fit,assemble,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-assemble_data_to_fit.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Data/Community/Transformation/Taxa_selection/filter_community_by_n_taxa.R;R/Functions/Data/Community/Transformation/Taxa_selection/filter_constant_taxa.R;R/Functions/Data/Community/Metrics/compute_network_metrics.R;R/Functions/Data/Community/Transformation/Data_shape/compute_community_presence_absence.R;R/Functions/Modelling/Fit_inputs/prepare_abiotic_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_community_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_coords_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R;R/Functions/Modelling/Fit_inputs/prepare_spatial_predictors_for_fit.R;R/Functions/Modelling/Fit_inputs/scale_abiotic_for_fit.R;R/Functions/Modelling/Fit_inputs/scale_spatial_for_fit.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Pipelines/_pipes/pipe_segment_model_assemble.R,R/03_Supplementary_analyses/Testing/testthat/test-assemble_data_to_fit.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/make_env_formula.R,make_env_formula,R/Functions/Modelling/Fit_inputs/make_env_formula.R,make_env_formula,make,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-make_env_formula.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Decomposition_diagnostics/make_decomposition_env_formula.R;R/Pipelines/_pipes/pipe_segment_model_fit.R,R/03_Supplementary_analyses/Testing/testthat/test-make_env_formula.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/prepare_abiotic_for_fit.R,prepare_abiotic_for_fit,R/Functions/Modelling/Fit_inputs/prepare_abiotic_for_fit.R,prepare_abiotic_for_fit,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_abiotic_for_fit.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Fit_inputs/scale_abiotic_for_fit.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Functions/Utility/Validation/align_sample_ids.R;R/Pipelines/_pipes/pipe_segment_model_input.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_abiotic_for_fit.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/prepare_community_for_fit.R,prepare_community_for_fit,R/Functions/Modelling/Fit_inputs/prepare_community_for_fit.R,prepare_community_for_fit,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_community_for_fit.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Data/Community/Transformation/Taxa_selection/filter_constant_taxa.R;R/Functions/Data/Community/Transformation/Data_shape/compute_community_presence_absence.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Functions/Traits/Clustering/select_ft_groups_by_silhouette.R;R/Functions/Utility/Validation/align_sample_ids.R;R/Pipelines/_pipes/pipe_segment_model_input.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_community_for_fit.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/prepare_coords_for_fit.R,prepare_coords_for_fit,R/Functions/Modelling/Fit_inputs/prepare_coords_for_fit.R,prepare_coords_for_fit,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_coords_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_spatial_predictors_for_fit.R;R/Functions/Utility/Validation/align_sample_ids.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_coords_for_fit.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/prepare_fold_spatial_predictors.R,prepare_fold_spatial_predictors,R/Functions/Modelling/Fit_inputs/prepare_fold_spatial_predictors.R,prepare_fold_spatial_predictors,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_fold_spatial_predictors.R;R/Functions/Modelling/Cross_validation/prepare_sjsdm_cross_validation_fold.R;R/Functions/Modelling/Decomposition_diagnostics/prepare_decomposition_fold_input.R;R/Functions/Modelling/Fit_inputs/prepare_fold_spatial_predictors.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_fold_spatial_predictors.R,make_sample_partition,review_in_owning_issue,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R,prepare_model_fold_input,R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R,prepare_model_fold_input,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_model_fold_input.R;R/Functions/Modelling/Cross_validation/prepare_sjsdm_cross_validation_fold.R;R/Functions/Modelling/Decomposition_diagnostics/prepare_decomposition_fold_input.R;R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_model_fold_input.R,make_abiotic_partition,review_in_owning_issue,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/prepare_spatial_predictors_for_fit.R,prepare_spatial_predictors_for_fit,R/Functions/Modelling/Fit_inputs/prepare_spatial_predictors_for_fit.R,prepare_spatial_predictors_for_fit,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_predictors_for_fit.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Fit_inputs/prepare_fold_spatial_predictors.R;R/Functions/Modelling/Fit_inputs/scale_spatial_for_fit.R;R/Functions/Modelling/Spatial_effects/compute_spatial_mev.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Functions/Utility/Coordinates/project_coords_to_metric.R;R/Pipelines/_pipes/pipe_segment_model_spatial_samples.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_spatial_predictors_for_fit.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/scale_abiotic_for_fit.R,scale_abiotic_for_fit,R/Functions/Modelling/Fit_inputs/scale_abiotic_for_fit.R,scale_abiotic_for_fit,scale,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-scale_abiotic_for_fit.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Fit_inputs/apply_scale_attributes.R;R/Functions/Modelling/Fit_inputs/assemble_data_to_fit.R;R/Functions/Modelling/Fit_inputs/prepare_abiotic_for_fit.R;R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R;R/Functions/Modelling/Fitting/fit_jsdm_model.R;R/Functions/Prediction/Scaling/scale_prediction_abiotic.R;R/Pipelines/_pipes/pipe_segment_model_prepare_response.R,R/03_Supplementary_analyses/Testing/testthat/test-scale_abiotic_for_fit.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fit_inputs/scale_spatial_for_fit.R,scale_spatial_for_fit,R/Functions/Modelling/Fit_inputs/scale_spatial_for_fit.R,scale_spatial_for_fit,scale,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-scale_spatial_for_fit.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Fit_inputs/apply_scale_attributes.R;R/Functions/Modelling/Fit_inputs/assemble_data_to_fit.R;R/Functions/Modelling/Fit_inputs/prepare_model_fold_input.R;R/Functions/Modelling/Fitting/fit_jsdm_model.R;R/Functions/Modelling/Spatial_effects/compute_spatial_mev.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Functions/Modelling/Spatial_effects/interpolate_mev_to_grid.R;R/Functions/Modelling/Spatial_effects/interpolate_st_mev_to_grid.R;R/Pipelines/_pipes/pipe_segment_model_spatial_samples.R,R/03_Supplementary_analyses/Testing/testthat/test-scale_spatial_for_fit.R,,none,#154,baseline_recorded
R/Functions/Modelling/Fitting/fit_jsdm_model.R,fit_jsdm_model,R/Functions/Modelling/Fitting/fit_jsdm_model.R,fit_jsdm_model,fit,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-check_convergence_jsdm.R;R/03_Supplementary_analyses/Testing/testthat/test-evaluate_jsdm.R;R/03_Supplementary_analyses/Testing/testthat/test-fit_jsdm_model.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Cross_validation/fit_sjsdm_regularization_candidate.R;R/Functions/Modelling/Cross_validation/run_sjsdm_common_regularization_sensitivity.R;R/Functions/Modelling/Decomposition_diagnostics/make_decomposition_env_formula.R;R/Functions/Modelling/Decomposition_diagnostics/run_decomposition_route_cv.R;R/Functions/Modelling/Diagnostics/check_convergence_jsdm.R;R/Functions/Modelling/Evaluation/compute_jsdm_se.R;R/Functions/Modelling/Fit_inputs/assemble_data_to_fit.R;R/Functions/Modelling/Variance_partitioning/get_anova.R;R/Functions/Utility/_legacy/get_spatial_model_params.R;R/Pipelines/_pipes/pipe_segment_model_fit.R,R/03_Supplementary_analyses/Testing/testthat/test-check_convergence_jsdm.R;R/03_Supplementary_analyses/Testing/testthat/test-evaluate_jsdm.R;R/03_Supplementary_analyses/Testing/testthat/test-fit_jsdm_model.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/compare_spatial_mev_subspaces.R,compare_spatial_mev_subspaces,R/Functions/Modelling/Spatial_effects/compare_spatial_mev_subspaces.R,compare_spatial_mev_subspaces,compare,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-compare_spatial_mev_subspaces.R,R/03_Supplementary_analyses/Testing/testthat/test-compare_spatial_mev_subspaces.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/compute_shared_spatial_mev_basis.R,compute_shared_spatial_mev_basis,R/Functions/Modelling/Spatial_effects/compute_shared_spatial_mev_basis.R,compute_shared_spatial_mev_basis,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-compute_shared_spatial_mev_basis.R;R/Pipelines/_pipes/pipe_segment_model_spatial_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-compute_shared_spatial_mev_basis.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/compute_spatial_mev.R,compute_spatial_mev,R/Functions/Modelling/Spatial_effects/compute_spatial_mev.R,compute_spatial_mev,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-compute_spatial_mev.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Functions/Modelling/Spatial_effects/interpolate_mev_to_grid.R,R/03_Supplementary_analyses/Testing/testthat/test-compute_spatial_mev.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/compute_spatial_mev_basis.R,compute_spatial_mev_basis,R/Functions/Modelling/Spatial_effects/compute_spatial_mev_basis.R,compute_spatial_mev_basis,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-compute_spatial_mev_basis.R;R/Functions/Modelling/Spatial_effects/compute_shared_spatial_mev_basis.R;R/Functions/Modelling/Spatial_effects/compute_spatial_mev.R;R/Functions/Modelling/Spatial_effects/project_spatial_mev_basis.R,R/03_Supplementary_analyses/Testing/testthat/test-compute_spatial_mev_basis.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R,compute_spatiotemporal_mev,R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R,compute_spatiotemporal_mev,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-compute_spatiotemporal_mev.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/Spatial_effects/interpolate_st_mev_to_grid.R;R/Pipelines/_pipes/pipe_segment_model_spatial_samples.R,R/03_Supplementary_analyses/Testing/testthat/test-compute_spatiotemporal_mev.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/extract_spatial_mev_basis_component.R,extract_spatial_mev_basis_component,R/Functions/Modelling/Spatial_effects/extract_spatial_mev_basis_component.R,extract_spatial_mev_basis_component,extract,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-extract_spatial_mev_basis_component.R;R/Pipelines/_pipes/pipe_segment_model_spatial_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-extract_spatial_mev_basis_component.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/interpolate_mev_to_grid.R,interpolate_mev_to_grid,R/Functions/Modelling/Spatial_effects/interpolate_mev_to_grid.R,interpolate_mev_to_grid,interpolate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-interpolate_mev_to_grid.R;R/Functions/Data/Abiotic/Ingest/load_chelsa_raster.R;R/Functions/Modelling/Spatial_effects/interpolate_st_mev_to_grid.R;R/Functions/Modelling/Spatial_effects/project_spatial_mev_basis.R;R/Functions/Prediction/Inference/predict_spatial_resolution_grid_age.R,R/03_Supplementary_analyses/Testing/testthat/test-interpolate_mev_to_grid.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/interpolate_st_mev_to_grid.R,interpolate_st_mev_to_grid,R/Functions/Modelling/Spatial_effects/interpolate_st_mev_to_grid.R,interpolate_st_mev_to_grid,interpolate,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-interpolate_st_mev_to_grid.R;R/Functions/Data/Abiotic/Ingest/load_chelsa_raster.R;R/Functions/Modelling/Spatial_effects/interpolate_mev_to_grid.R;R/Functions/Prediction/Inference/predict_spatial_resolution_grid_age.R,R/03_Supplementary_analyses/Testing/testthat/test-interpolate_st_mev_to_grid.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/project_spatial_mev_basis.R,project_spatial_mev_basis,R/Functions/Modelling/Spatial_effects/project_spatial_mev_basis.R,project_spatial_mev_basis,project,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-project_spatial_mev_basis.R;R/Functions/Prediction/Inference/predict_spatial_resolution_grid_age.R,R/03_Supplementary_analyses/Testing/testthat/test-project_spatial_mev_basis.R,,none,#154,baseline_recorded
R/Functions/Modelling/Spatial_effects/resolve_spatial_mev_strategy.R,resolve_spatial_mev_strategy,R/Functions/Modelling/Spatial_effects/resolve_spatial_mev_strategy.R,resolve_spatial_mev_strategy,resolve,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-resolve_spatial_mev_strategy.R;R/Functions/Modelling/Spatial_effects/compute_spatial_mev_basis.R;R/Functions/Modelling/Spatial_effects/resolve_spatial_mev_strategy.R,R/03_Supplementary_analyses/Testing/testthat/test-resolve_spatial_mev_strategy.R,,none,#154,baseline_recorded
